X, Z, P
5.86535000e-04, -4.94433000e-04, 1.57253000e+01
5.92945000e-04, -4.83560000e-04, 1.57258000e+01
5.99355000e-04, -4.72633000e-04, 1.57264000e+01
6.05765000e-04, -4.61657000e-04, 1.57270000e+01
6.12175000e-04, -4.50647000e-04, 1.57276000e+01
6.18585000e-04, -4.39615000e-04, 1.57282000e+01
6.25000000e-04, -4.28572000e-04, 1.57288000e+01
6.31415000e-04, -4.17528000e-04, 1.57294000e+01
6.37825000e-04, -4.06495000e-04, 1.57300000e+01
6.44235000e-04, -3.95487000e-04, 1.57307000e+01
6.50645000e-04, -3.84513000e-04, 1.57313000e+01
6.57055000e-04, -3.73583000e-04, 1.57319000e+01
6.63465000e-04, -3.62710000e-04, 1.57326000e+01
6.69875000e-04, -3.51905000e-04, 1.57332000e+01
6.76285000e-04, -3.41178000e-04, 1.57339000e+01
6.82695000e-04, -3.30543000e-04, 1.57345000e+01
6.89105000e-04, -3.20013000e-04, 1.57351000e+01
6.95515000e-04, -3.09595000e-04, 1.57357000e+01
7.01925000e-04, -2.99300000e-04, 1.57363000e+01
7.08335000e-04, -2.89138000e-04, 1.57369000e+01
7.14745000e-04, -2.79120000e-04, 1.57374000e+01
7.21155000e-04, -2.69260000e-04, 1.57379000e+01
7.27565000e-04, -2.59563000e-04, 1.57383000e+01
7.33975000e-04, -2.50040000e-04, 1.57385000e+01
7.40385000e-04, -2.40708000e-04, 1.57387000e+01
7.46795000e-04, -2.31567000e-04, 1.57387000e+01
7.53205000e-04, -2.22630000e-04, 1.57385000e+01
7.59615000e-04, -2.13908000e-04, 1.57380000e+01
7.66025000e-04, -2.05407000e-04, 1.57372000e+01
7.72435000e-04, -1.97140000e-04, 1.57360000e+01
7.78845000e-04, -1.89112000e-04, 1.57343000e+01
7.85255000e-04, -1.81332000e-04, 1.57320000e+01
7.91665000e-04, -1.73813000e-04, 1.57289000e+01
7.98075000e-04, -1.66557000e-04, 1.57249000e+01
8.04485000e-04, -1.59570000e-04, 1.57198000e+01
8.10895000e-04, -1.52863000e-04, 1.57135000e+01
8.17305000e-04, -1.46442000e-04, 1.57058000e+01
8.23715000e-04, -1.40315000e-04, 1.56964000e+01
8.30125000e-04, -1.34488000e-04, 1.56851000e+01
8.36535000e-04, -1.28965000e-04, 1.56717000e+01
8.42945000e-04, -1.23753000e-04, 1.56559000e+01
8.49355000e-04, -1.18857000e-04, 1.56376000e+01
8.55765000e-04, -1.14282000e-04, 1.56164000e+01
8.62175000e-04, -1.10032000e-04, 1.55923000e+01
8.68585000e-04, -1.06118000e-04, 1.55650000e+01
8.75000000e-04, -1.02538000e-04, 1.55344000e+01
8.81415000e-04, -9.92950000e-05, 1.55006000e+01
8.87825000e-04, -9.63925000e-05, 1.54635000e+01
8.94235000e-04, -9.38350000e-05, 1.54233000e+01
9.00645000e-04, -9.16275000e-05, 1.53800000e+01
9.07055000e-04, -8.97675000e-05, 1.53340000e+01
9.13465000e-04, -8.82575000e-05, 1.52855000e+01
9.19875000e-04, -8.71025000e-05, 1.52351000e+01
9.26285000e-04, -8.63050000e-05, 1.51831000e+01
9.32695000e-04, -8.58600000e-05, 1.51302000e+01
9.39105000e-04, -8.57675000e-05, 1.50768000e+01
9.45515000e-04, -8.60325000e-05, 1.50236000e+01
9.51925000e-04, -8.66575000e-05, 1.49711000e+01
9.58335000e-04, -8.76350000e-05, 1.49198000e+01
9.64745000e-04, -8.89650000e-05, 1.48703000e+01
9.71155000e-04, -9.06500000e-05, 1.48230000e+01
9.77565000e-04, -9.26875000e-05, 1.47783000e+01
9.83975000e-04, -9.50725000e-05, 1.47365000e+01
9.90385000e-04, -9.78000000e-05, 1.46978000e+01
9.96795000e-04, -1.00872000e-04, 1.46623000e+01
1.00320500e-03, -1.04285000e-04, 1.46301000e+01
1.00961500e-03, -1.08035000e-04, 1.46012000e+01
1.01602500e-03, -1.12117000e-04, 1.45755000e+01
1.02243500e-03, -1.16530000e-04, 1.45528000e+01
1.02884500e-03, -1.21267000e-04, 1.45330000e+01
1.03525500e-03, -1.26320000e-04, 1.45160000e+01
1.04166500e-03, -1.31687000e-04, 1.45014000e+01
1.04807500e-03, -1.37362000e-04, 1.44890000e+01
1.05448500e-03, -1.43343000e-04, 1.44787000e+01
1.06089500e-03, -1.49618000e-04, 1.44701000e+01
1.06730500e-03, -1.56180000e-04, 1.44631000e+01
1.07371500e-03, -1.63028000e-04, 1.44575000e+01
1.08012500e-03, -1.70150000e-04, 1.44530000e+01
1.08653500e-03, -1.77542000e-04, 1.44494000e+01
1.09294500e-03, -1.85192000e-04, 1.44467000e+01
1.09935500e-03, -1.93095000e-04, 1.44447000e+01
1.10576500e-03, -2.01243000e-04, 1.44432000e+01
1.11217500e-03, -2.09627000e-04, 1.44422000e+01
1.11858500e-03, -2.18240000e-04, 1.44416000e+01
1.12500000e-03, -2.27070000e-04, 1.44412000e+01
1.13141500e-03, -2.36110000e-04, 1.44411000e+01
1.13782500e-03, -2.45347000e-04, 1.44412000e+01
1.14423500e-03, -2.54777000e-04, 1.44415000e+01
1.15064500e-03, -2.64387000e-04, 1.44418000e+01
1.15705500e-03, -2.74168000e-04, 1.44423000e+01
1.16346500e-03, -2.84110000e-04, 1.44427000e+01
1.16987500e-03, -2.94203000e-04, 1.44433000e+01
1.17628500e-03, -3.04432000e-04, 1.44439000e+01
1.18269500e-03, -3.14790000e-04, 1.44445000e+01
1.18910500e-03, -3.25268000e-04, 1.44451000e+01
1.19551500e-03, -3.35852000e-04, 1.44458000e+01
1.20192500e-03, -3.46530000e-04, 1.44464000e+01
1.20833500e-03, -3.57295000e-04, 1.44471000e+01
1.21474500e-03, -3.68137000e-04, 1.44477000e+01
1.22115500e-03, -3.79040000e-04, 1.44484000e+01
1.22756500e-03, -3.89992000e-04, 1.44491000e+01
1.23397500e-03, -4.00985000e-04, 1.44497000e+01
1.24038500e-03, -4.12007000e-04, 1.44504000e+01
1.24679500e-03, -4.23050000e-04, 1.44510000e+01
3.20500000e-06, -4.05155000e-04, 1.57022000e+01
9.61500000e-06, -4.15460000e-04, 1.57027000e+01
1.60250000e-05, -4.25748000e-04, 1.57032000e+01
2.24350000e-05, -4.36005000e-04, 1.57037000e+01
2.88450000e-05, -4.46228000e-04, 1.57042000e+01
3.52550000e-05, -4.56405000e-04, 1.57047000e+01
4.16650000e-05, -4.66522000e-04, 1.57052000e+01
4.80750000e-05, -4.76572000e-04, 1.57056000e+01
5.44850000e-05, -4.86542000e-04, 1.57061000e+01
6.08950000e-05, -4.96420000e-04, 1.57065000e+01
6.73050000e-05, -5.06197000e-04, 1.57070000e+01
7.37150000e-05, -5.15865000e-04, 1.57074000e+01
8.01250000e-05, -5.25413000e-04, 1.57078000e+01
8.65350000e-05, -5.34830000e-04, 1.57082000e+01
9.29450000e-05, -5.44108000e-04, 1.57086000e+01
9.93550000e-05, -5.53235000e-04, 1.57090000e+01
1.05765000e-04, -5.62205000e-04, 1.57094000e+01
1.12175000e-04, -5.71007000e-04, 1.57097000e+01
1.18585000e-04, -5.79630000e-04, 1.57100000e+01
1.25000000e-04, -5.88068000e-04, 1.57104000e+01
1.31415000e-04, -5.96310000e-04, 1.57107000e+01
1.37825000e-04, -6.04348000e-04, 1.57110000e+01
1.44235000e-04, -6.12172000e-04, 1.57112000e+01
1.50645000e-04, -6.19775000e-04, 1.57115000e+01
1.57055000e-04, -6.27153000e-04, 1.57117000e+01
1.63465000e-04, -6.34297000e-04, 1.57120000e+01
1.69875000e-04, -6.41195000e-04, 1.57122000e+01
1.76285000e-04, -6.47842000e-04, 1.57124000e+01
1.82695000e-04, -6.54232000e-04, 1.57126000e+01
1.89105000e-04, -6.60358000e-04, 1.57128000e+01
1.95515000e-04, -6.66215000e-04, 1.57130000e+01
2.01925000e-04, -6.71792000e-04, 1.57131000e+01
2.08335000e-04, -6.77090000e-04, 1.57133000e+01
2.14745000e-04, -6.82103000e-04, 1.57134000e+01
2.21155000e-04, -6.86820000e-04, 1.57136000e+01
2.27565000e-04, -6.91240000e-04, 1.57137000e+01
2.33975000e-04, -6.95355000e-04, 1.57138000e+01
2.40385000e-04, -6.99165000e-04, 1.57139000e+01
2.46795000e-04, -7.02665000e-04, 1.57140000e+01
2.53205000e-04, -7.05850000e-04, 1.57142000e+01
2.59615000e-04, -7.08717000e-04, 1.57143000e+01
2.66025000e-04, -7.11267000e-04, 1.57143000e+01
2.72435000e-04, -7.13493000e-04, 1.57144000e+01
2.78845000e-04, -7.15390000e-04, 1.57145000e+01
2.85255000e-04, -7.16965000e-04, 1.57146000e+01
2.91665000e-04, -7.18207000e-04, 1.57147000e+01
2.98075000e-04, -7.19120000e-04, 1.57148000e+01
3.04485000e-04, -7.19702000e-04, 1.57149000e+01
3.10895000e-04, -7.19950000e-04, 1.57149000e+01
3.17305000e-04, -7.19867000e-04, 1.57150000e+01
3.23715000e-04, -7.19452000e-04, 1.57151000e+01
3.30125000e-04, -7.18705000e-04, 1.57152000e+01
3.36535000e-04, -7.17627000e-04, 1.57153000e+01
3.42945000e-04, -7.16218000e-04, 1.57154000e+01
3.49355000e-04, -7.14483000e-04, 1.57154000e+01
3.55765000e-04, -7.12420000e-04, 1.57155000e+01
3.62175000e-04, -7.10033000e-04, 1.57156000e+01
3.68585000e-04, -7.07325000e-04, 1.57157000e+01
3.75000000e-04, -7.04298000e-04, 1.57158000e+01
3.81415000e-04, -7.00955000e-04, 1.57159000e+01
3.87825000e-04, -6.97300000e-04, 1.57160000e+01
3.94235000e-04, -6.93337000e-04, 1.57162000e+01
4.00645000e-04, -6.89070000e-04, 1.57163000e+01
4.07055000e-04, -6.84500000e-04, 1.57164000e+01
4.13465000e-04, -6.79633000e-04, 1.57166000e+01
4.19875000e-04, -6.74478000e-04, 1.57167000e+01
4.26285000e-04, -6.69037000e-04, 1.57169000e+01
4.32695000e-04, -6.63320000e-04, 1.57170000e+01
4.39105000e-04, -6.57330000e-04, 1.57172000e+01
4.45515000e-04, -6.51070000e-04, 1.57174000e+01
4.51925000e-04, -6.44550000e-04, 1.57176000e+01
4.58335000e-04, -6.37775000e-04, 1.57178000e+01
4.64745000e-04, -6.30753000e-04, 1.57181000e+01
4.71155000e-04, -6.23492000e-04, 1.57183000e+01
4.77565000e-04, -6.16000000e-04, 1.57186000e+01
4.83975000e-04, -6.08285000e-04, 1.57188000e+01
4.90385000e-04, -6.00355000e-04, 1.57191000e+01
4.96795000e-04, -5.92213000e-04, 1.57194000e+01
5.03205000e-04, -5.83872000e-04, 1.57197000e+01
5.09615000e-04, -5.75343000e-04, 1.57200000e+01
5.16025000e-04, -5.66630000e-04, 1.57204000e+01
5.22435000e-04, -5.57745000e-04, 1.57207000e+01
5.28845000e-04, -5.48692000e-04, 1.57211000e+01
5.35255000e-04, -5.39488000e-04, 1.57215000e+01
5.41665000e-04, -5.30138000e-04, 1.57219000e+01
5.48075000e-04, -5.20652000e-04, 1.57223000e+01
5.54485000e-04, -5.11045000e-04, 1.57227000e+01
5.60895000e-04, -5.01320000e-04, 1.57231000e+01
5.67305000e-04, -4.91490000e-04, 1.57236000e+01
5.73715000e-04, -4.81565000e-04, 1.57241000e+01
5.80125000e-04, -4.71555000e-04, 1.57245000e+01
5.86535000e-04, -4.61470000e-04, 1.57250000e+01
5.92945000e-04, -4.51323000e-04, 1.57255000e+01
5.99355000e-04, -4.41123000e-04, 1.57260000e+01
6.05765000e-04, -4.30878000e-04, 1.57265000e+01
6.12175000e-04, -4.20603000e-04, 1.57270000e+01
6.18585000e-04, -4.10310000e-04, 1.57275000e+01
6.25000000e-04, -4.00003000e-04, 1.57281000e+01
6.31415000e-04, -3.89693000e-04, 1.57286000e+01
6.37825000e-04, -3.79395000e-04, 1.57291000e+01
6.44235000e-04, -3.69120000e-04, 1.57296000e+01
6.50645000e-04, -3.58877000e-04, 1.57301000e+01
6.57055000e-04, -3.48677000e-04, 1.57307000e+01
6.63465000e-04, -3.38530000e-04, 1.57312000e+01
6.69875000e-04, -3.28445000e-04, 1.57316000e+01
6.76285000e-04, -3.18433000e-04, 1.57321000e+01
6.82695000e-04, -3.08507000e-04, 1.57326000e+01
6.89105000e-04, -2.98680000e-04, 1.57330000e+01
6.95515000e-04, -2.88955000e-04, 1.57334000e+01
7.01925000e-04, -2.79345000e-04, 1.57338000e+01
7.08335000e-04, -2.69860000e-04, 1.57341000e+01
7.14745000e-04, -2.60510000e-04, 1.57344000e+01
7.21155000e-04, -2.51307000e-04, 1.57346000e+01
7.27565000e-04, -2.42258000e-04, 1.57346000e+01
7.33975000e-04, -2.33370000e-04, 1.57346000e+01
7.40385000e-04, -2.24660000e-04, 1.57344000e+01
7.46795000e-04, -2.16130000e-04, 1.57340000e+01
7.53205000e-04, -2.07788000e-04, 1.57334000e+01
7.59615000e-04, -1.99645000e-04, 1.57325000e+01
7.66025000e-04, -1.91713000e-04, 1.57312000e+01
7.72435000e-04, -1.83998000e-04, 1.57295000e+01
7.78845000e-04, -1.76505000e-04, 1.57273000e+01
7.85255000e-04, -1.69245000e-04, 1.57244000e+01
7.91665000e-04, -1.62225000e-04, 1.57207000e+01
7.98075000e-04, -1.55450000e-04, 1.57162000e+01
8.04485000e-04, -1.48930000e-04, 1.57105000e+01
8.10895000e-04, -1.42670000e-04, 1.57036000e+01
8.17305000e-04, -1.36677000e-04, 1.56953000e+01
8.23715000e-04, -1.30960000e-04, 1.56854000e+01
8.30125000e-04, -1.25520000e-04, 1.56735000e+01
8.36535000e-04, -1.20365000e-04, 1.56597000e+01
8.42945000e-04, -1.15500000e-04, 1.56435000e+01
8.49355000e-04, -1.10933000e-04, 1.56249000e+01
8.55765000e-04, -1.06665000e-04, 1.56036000e+01
8.62175000e-04, -1.02698000e-04, 1.55794000e+01
8.68585000e-04, -9.90425000e-05, 1.55522000e+01
8.75000000e-04, -9.57025000e-05, 1.55220000e+01
8.81415000e-04, -9.26750000e-05, 1.54887000e+01
8.87825000e-04, -8.99650000e-05, 1.54523000e+01
8.94235000e-04, -8.75800000e-05, 1.54129000e+01
9.00645000e-04, -8.55200000e-05, 1.53707000e+01
9.07055000e-04, -8.37825000e-05, 1.53260000e+01
9.13465000e-04, -8.23725000e-05, 1.52790000e+01
9.19875000e-04, -8.12950000e-05, 1.52302000e+01
9.26285000e-04, -8.05500000e-05, 1.51800000e+01
9.32695000e-04, -8.01350000e-05, 1.51288000e+01
9.39105000e-04, -8.00500000e-05, 1.50773000e+01
9.45515000e-04, -8.02975000e-05, 1.50258000e+01
9.51925000e-04, -8.08800000e-05, 1.49751000e+01
9.58335000e-04, -8.17925000e-05, 1.49255000e+01
9.64745000e-04, -8.30350000e-05, 1.48775000e+01
9.71155000e-04, -8.46075000e-05, 1.48316000e+01
9.77565000e-04, -8.65075000e-05, 1.47881000e+01
9.83975000e-04, -8.87325000e-05, 1.47473000e+01
9.90385000e-04, -9.12800000e-05, 1.47094000e+01
9.96795000e-04, -9.41500000e-05, 1.46745000e+01
1.00320500e-03, -9.73350000e-05, 1.46427000e+01
1.00961500e-03, -1.00835000e-04, 1.46140000e+01
1.01602500e-03, -1.04645000e-04, 1.45883000e+01
1.02243500e-03, -1.08763000e-04, 1.45656000e+01
1.02884500e-03, -1.13183000e-04, 1.45456000e+01
1.03525500e-03, -1.17898000e-04, 1.45282000e+01
1.04166500e-03, -1.22908000e-04, 1.45132000e+01
1.04807500e-03, -1.28205000e-04, 1.45004000e+01
1.05448500e-03, -1.33785000e-04, 1.44895000e+01
1.06089500e-03, -1.39640000e-04, 1.44804000e+01
1.06730500e-03, -1.45767000e-04, 1.44728000e+01
1.07371500e-03, -1.52160000e-04, 1.44665000e+01
1.08012500e-03, -1.58808000e-04, 1.44614000e+01
1.08653500e-03, -1.65705000e-04, 1.44573000e+01
1.09294500e-03, -1.72845000e-04, 1.44540000e+01
1.09935500e-03, -1.80223000e-04, 1.44515000e+01
1.10576500e-03, -1.87828000e-04, 1.44495000e+01
1.11217500e-03, -1.95652000e-04, 1.44480000e+01
1.11858500e-03, -2.03690000e-04, 1.44469000e+01
1.12500000e-03, -2.11932000e-04, 1.44461000e+01
1.13141500e-03, -2.20370000e-04, 1.44456000e+01
1.13782500e-03, -2.28993000e-04, 1.44454000e+01
1.14423500e-03, -2.37795000e-04, 1.44452000e+01
1.15064500e-03, -2.46762000e-04, 1.44453000e+01
1.15705500e-03, -2.55890000e-04, 1.44454000e+01
1.16346500e-03, -2.65170000e-04, 1.44456000e+01
1.16987500e-03, -2.74588000e-04, 1.44459000e+01
1.17628500e-03, -2.84135000e-04, 1.44463000e+01
1.18269500e-03, -2.93803000e-04, 1.44467000e+01
1.18910500e-03, -3.03583000e-04, 1.44471000e+01
1.19551500e-03, -3.13463000e-04, 1.44476000e+01
1.20192500e-03, -3.23427000e-04, 1.44480000e+01
1.20833500e-03, -3.33475000e-04, 1.44485000e+01
1.21474500e-03, -3.43595000e-04, 1.44491000e+01
1.22115500e-03, -3.53770000e-04, 1.44496000e+01
1.22756500e-03, -3.63993000e-04, 1.44501000e+01
1.23397500e-03, -3.74253000e-04, 1.44506000e+01
1.24038500e-03, -3.84540000e-04, 1.44512000e+01
1.24679500e-03, -3.94845000e-04, 1.44517000e+01
3.20500000e-06, -3.76215000e-04, 1.57032000e+01
9.61500000e-06, -3.85785000e-04, 1.57036000e+01
1.60250000e-05, -3.95337000e-04, 1.57040000e+01
2.24350000e-05, -4.04865000e-04, 1.57044000e+01
2.88450000e-05, -4.14355000e-04, 1.57048000e+01
3.52550000e-05, -4.23805000e-04, 1.57052000e+01
4.16650000e-05, -4.33200000e-04, 1.57056000e+01
4.80750000e-05, -4.42530000e-04, 1.57060000e+01
5.44850000e-05, -4.51787000e-04, 1.57064000e+01
6.08950000e-05, -4.60960000e-04, 1.57068000e+01
6.73050000e-05, -4.70040000e-04, 1.57072000e+01
7.37150000e-05, -4.79015000e-04, 1.57075000e+01
8.01250000e-05, -4.87880000e-04, 1.57079000e+01
8.65350000e-05, -4.96627000e-04, 1.57082000e+01
9.29450000e-05, -5.05242000e-04, 1.57086000e+01
9.93550000e-05, -5.13717000e-04, 1.57089000e+01
1.05765000e-04, -5.22048000e-04, 1.57092000e+01
1.12175000e-04, -5.30223000e-04, 1.57096000e+01
1.18585000e-04, -5.38230000e-04, 1.57099000e+01
1.25000000e-04, -5.46062000e-04, 1.57102000e+01
1.31415000e-04, -5.53715000e-04, 1.57104000e+01
1.37825000e-04, -5.61180000e-04, 1.57107000e+01
1.44235000e-04, -5.68447000e-04, 1.57110000e+01
1.50645000e-04, -5.75508000e-04, 1.57112000e+01
1.57055000e-04, -5.82357000e-04, 1.57115000e+01
1.63465000e-04, -5.88990000e-04, 1.57117000e+01
1.69875000e-04, -5.95395000e-04, 1.57119000e+01
1.76285000e-04, -6.01567000e-04, 1.57121000e+01
1.82695000e-04, -6.07500000e-04, 1.57123000e+01
1.89105000e-04, -6.13188000e-04, 1.57125000e+01
1.95515000e-04, -6.18627000e-04, 1.57127000e+01
2.01925000e-04, -6.23810000e-04, 1.57128000e+01
2.08335000e-04, -6.28730000e-04, 1.57130000e+01
2.14745000e-04, -6.33382000e-04, 1.57132000e+01
2.21155000e-04, -6.37760000e-04, 1.57133000e+01
2.27565000e-04, -6.41863000e-04, 1.57135000e+01
2.33975000e-04, -6.45685000e-04, 1.57136000e+01
2.40385000e-04, -6.49225000e-04, 1.57137000e+01
2.46795000e-04, -6.52475000e-04, 1.57138000e+01
2.53205000e-04, -6.55433000e-04, 1.57140000e+01
2.59615000e-04, -6.58098000e-04, 1.57141000e+01
2.66025000e-04, -6.60465000e-04, 1.57142000e+01
2.72435000e-04, -6.62530000e-04, 1.57143000e+01
2.78845000e-04, -6.64292000e-04, 1.57144000e+01
2.85255000e-04, -6.65752000e-04, 1.57145000e+01
2.91665000e-04, -6.66907000e-04, 1.57146000e+01
2.98075000e-04, -6.67755000e-04, 1.57147000e+01
3.04485000e-04, -6.68292000e-04, 1.57148000e+01
3.10895000e-04, -6.68525000e-04, 1.57149000e+01
3.17305000e-04, -6.68450000e-04, 1.57150000e+01
3.23715000e-04, -6.68065000e-04, 1.57151000e+01
3.30125000e-04, -6.67370000e-04, 1.57152000e+01
3.36535000e-04, -6.66367000e-04, 1.57153000e+01
3.42945000e-04, -6.65060000e-04, 1.57154000e+01
3.49355000e-04, -6.63448000e-04, 1.57156000e+01
3.55765000e-04, -6.61533000e-04, 1.57157000e+01
3.62175000e-04, -6.59318000e-04, 1.57158000e+01
3.68585000e-04, -6.56802000e-04, 1.57159000e+01
3.75000000e-04, -6.53992000e-04, 1.57160000e+01
3.81415000e-04, -6.50887000e-04, 1.57161000e+01
3.87825000e-04, -6.47493000e-04, 1.57163000e+01
3.94235000e-04, -6.43812000e-04, 1.57164000e+01
4.00645000e-04, -6.39847000e-04, 1.57165000e+01
4.07055000e-04, -6.35605000e-04, 1.57167000e+01
4.13465000e-04, -6.31087000e-04, 1.57168000e+01
4.19875000e-04, -6.26302000e-04, 1.57170000e+01
4.26285000e-04, -6.21253000e-04, 1.57172000e+01
4.32695000e-04, -6.15942000e-04, 1.57173000e+01
4.39105000e-04, -6.10380000e-04, 1.57175000e+01
4.45515000e-04, -6.04568000e-04, 1.57177000e+01
4.51925000e-04, -5.98510000e-04, 1.57179000e+01
4.58335000e-04, -5.92217000e-04, 1.57181000e+01
4.64745000e-04, -5.85700000e-04, 1.57183000e+01
4.71155000e-04, -5.78960000e-04, 1.57186000e+01
4.77565000e-04, -5.72003000e-04, 1.57188000e+01
4.83975000e-04, -5.64838000e-04, 1.57191000e+01
4.90385000e-04, -5.57472000e-04, 1.57193000e+01
4.96795000e-04, -5.49913000e-04, 1.57196000e+01
5.03205000e-04, -5.42168000e-04, 1.57199000e+01
5.09615000e-04, -5.34247000e-04, 1.57202000e+01
5.16025000e-04, -5.26157000e-04, 1.57205000e+01
5.22435000e-04, -5.17905000e-04, 1.57208000e+01
5.28845000e-04, -5.09500000e-04, 1.57212000e+01
5.35255000e-04, -5.00952000e-04, 1.57215000e+01
5.41665000e-04, -4.92270000e-04, 1.57219000e+01
5.48075000e-04, -4.83465000e-04, 1.57222000e+01
5.54485000e-04, -4.74543000e-04, 1.57226000e+01
5.60895000e-04, -4.65510000e-04, 1.57230000e+01
5.67305000e-04, -4.56383000e-04, 1.57234000e+01
5.73715000e-04, -4.47168000e-04, 1.57237000e+01
5.80125000e-04, -4.37875000e-04, 1.57241000e+01
5.86535000e-04, -4.28510000e-04, 1.57245000e+01
5.92945000e-04, -4.19088000e-04, 1.57250000e+01
5.99355000e-04, -4.09617000e-04, 1.57254000e+01
6.05765000e-04, -4.00103000e-04, 1.57258000e+01
6.12175000e-04, -3.90560000e-04, 1.57262000e+01
6.18585000e-04, -3.81003000e-04, 1.57266000e+01
6.25000000e-04, -3.71430000e-04, 1.57270000e+01
6.31415000e-04, -3.61858000e-04, 1.57274000e+01
6.37825000e-04, -3.52295000e-04, 1.57278000e+01
6.44235000e-04, -3.42752000e-04, 1.57281000e+01
6.50645000e-04, -3.33242000e-04, 1.57285000e+01
6.57055000e-04, -3.23770000e-04, 1.57288000e+01
6.63465000e-04, -3.14347000e-04, 1.57292000e+01
6.69875000e-04, -3.04985000e-04, 1.57295000e+01
6.76285000e-04, -2.95690000e-04, 1.57297000e+01
6.82695000e-04, -2.86473000e-04, 1.57300000e+01
6.89105000e-04, -2.77345000e-04, 1.57302000e+01
6.95515000e-04, -2.68315000e-04, 1.57303000e+01
7.01925000e-04, -2.59390000e-04, 1.57304000e+01
7.08335000e-04, -2.50583000e-04, 1.57304000e+01
7.14745000e-04, -2.41903000e-04, 1.57303000e+01
7.21155000e-04, -2.33358000e-04, 1.57302000e+01
7.27565000e-04, -2.24955000e-04, 1.57299000e+01
7.33975000e-04, -2.16703000e-04, 1.57294000e+01
7.40385000e-04, -2.08612000e-04, 1.57288000e+01
7.46795000e-04, -2.00690000e-04, 1.57279000e+01
7.53205000e-04, -1.92942000e-04, 1.57268000e+01
7.59615000e-04, -1.85385000e-04, 1.57253000e+01
7.66025000e-04, -1.78020000e-04, 1.57235000e+01
7.72435000e-04, -1.70855000e-04, 1.57212000e+01
7.78845000e-04, -1.63897000e-04, 1.57183000e+01
7.85255000e-04, -1.57155000e-04, 1.57147000e+01
7.91665000e-04, -1.50635000e-04, 1.57104000e+01
7.98075000e-04, -1.44345000e-04, 1.57051000e+01
8.04485000e-04, -1.38293000e-04, 1.56987000e+01
8.10895000e-04, -1.32480000e-04, 1.56912000e+01
8.17305000e-04, -1.26915000e-04, 1.56822000e+01
8.23715000e-04, -1.21605000e-04, 1.56716000e+01
8.30125000e-04, -1.16555000e-04, 1.56592000e+01
8.36535000e-04, -1.11768000e-04, 1.56448000e+01
8.42945000e-04, -1.07250000e-04, 1.56283000e+01
8.49355000e-04, -1.03008000e-04, 1.56093000e+01
8.55765000e-04, -9.90450000e-05, 1.55879000e+01
8.62175000e-04, -9.53650000e-05, 1.55637000e+01
8.68585000e-04, -9.19700000e-05, 1.55368000e+01
8.75000000e-04, -8.88675000e-05, 1.55070000e+01
8.81415000e-04, -8.60550000e-05, 1.54743000e+01
8.87825000e-04, -8.35375000e-05, 1.54388000e+01
8.94235000e-04, -8.13225000e-05, 1.54005000e+01
9.00645000e-04, -7.94100000e-05, 1.53597000e+01
9.07055000e-04, -7.77975000e-05, 1.53165000e+01
9.13465000e-04, -7.64875000e-05, 1.52713000e+01
9.19875000e-04, -7.54875000e-05, 1.52244000e+01
9.26285000e-04, -7.47950000e-05, 1.51762000e+01
9.32695000e-04, -7.44100000e-05, 1.51272000e+01
9.39105000e-04, -7.43325000e-05, 1.50778000e+01
9.45515000e-04, -7.45625000e-05, 1.50285000e+01
9.51925000e-04, -7.51025000e-05, 1.49799000e+01
9.58335000e-04, -7.59500000e-05, 1.49323000e+01
9.64745000e-04, -7.71050000e-05, 1.48862000e+01
9.71155000e-04, -7.85650000e-05, 1.48419000e+01
9.77565000e-04, -8.03275000e-05, 1.47999000e+01
9.83975000e-04, -8.23925000e-05, 1.47603000e+01
9.90385000e-04, -8.47600000e-05, 1.47234000e+01
9.96795000e-04, -8.74250000e-05, 1.46892000e+01
1.00320500e-03, -9.03825000e-05, 1.46580000e+01
1.00961500e-03, -9.36325000e-05, 1.46296000e+01
